id,qid1,qid2,question1,question2,is_duplicate
5750,11300,11301,What is the suffix of the word 'predatory'?,Why do people with terrible depression continue living?,0
5751,7800,8154,What is a way to make money online?,What is an easy way make money online?,1
5752,11302,11303,When & how did Switzerland become so rich?,How did the Switzerland become rich being a landlocked country?,1
5753,11304,11305,What do Americans think when they realize that the US is currently bombing 7 countries?,How do I mention that I am an engineering college dropout in my CV?,0
5754,11306,11307,Can I use cast screen without a smart tv?,Is it possible to use a smart tv like a computer?,0
5755,4405,11308,Is there any way to recover an e-mail in Gmail after it's deleted from the trash?,Is there any way to recover e-mails that were deleted from a Gmail account?,1
5756,11309,11310,What are the advantages if I don't masturbate?,Dating and Relationships: I am horny often and masturbate 3 times every day. I don't have a girlfriend. What should I do?,0
5757,11311,11312,What is the most popular social media site?,What are the most popular social media sites in Japan?,0
5758,11313,11314,What is the best age to get married for a woman?,What's the best age for girls to get married?,1
5759,1942,1441,Where can I find a good hacker?,How can I hire a hacker?,1
5760,11315,11316,Do guys like girls with big round eyes?,Do guys like girls with big beautiful eyes?,0
5761,11317,11318,Would ISPs block forums without net neutrality?,Would ISPs block forum sites and why wouldn't they?,1
5762,11319,11320,What is that one story or incident that truly depicts the spirit of Delhi?,What is that one story or incident you think truly depicts the spirit of Mumbai?,0
5763,11321,11322,How do l improve my communication skills?,How can I improve my communication effectively?,1
5764,11323,11324,What would today be like if hitler had won WWII?,What would the world have been today if Hitler had won the World war 2?,1
5765,11325,11326,How does Google Analytics on mobile know age and gender?,"In Google Analytics, how can I plot an overtime line chart of the percentage of visitors from mobile devices out of total number of visitors?",0
5766,11327,11328,Which is a suitable inpatient drug and alcohol rehab center near Clayton County GA?,Which is a good inpatient drug and alcohol rehab center near Wheeler County GA?,0
5767,11329,11330,How do I become successful in my life?,How I will become successful in my life?,1
5768,11331,11332,What are the best ways to study/memorize things?,What is the best way to memorize things?,1
5769,11333,11334,What are the days of the week based on?,What do you do of your day in a week?,0
5770,11335,8042,How do you tell a narcissist they are narcissist?,How can I tell if I’m a narcissist?,0
5771,11336,11337,"I am trying to implement FragmentPagerAdapter with dynamic number of Pages. However, I am getting empty screen in my app. How should I proceed?",Job profile of electronics engineer in Indian Inspection Service (Directorate General of Supply and Disposals)?,0
5772,11338,11339,"Passports: I have filed my online passport application form, submitted it and taken an appointment also. But now I have found a mistake in it. Can I rectify it at the PSK on the appointment date? What can I do now?",How do you correct a mistake in the passport application after being submitted?,0
5773,11340,11341,How can we lose 20 kgs in 2 months?,How do I lose 20 kg in 2 months?,1
5774,11342,11343,How will black money and corruption be stopped by banning 500 and 1000 notes?,How can black money brought out by discontinuing 500 and 1000 notes?,1
5775,11344,11345,"What is the moral of Leo Tolstoy's short story ""Alyosha the Pot""?",Was Goethe as good of a writer as Leo Tolstoy or James Joyce?,0
5776,11346,11347,"What is the meaning of ""No bird soars too high, if he soars with his own wings""?","What is the meaning of ""delta wing"" related to an aircraft?",0
5777,1258,11348,How do I develop my presence of mind?,How do I improve presence of mind?,1
5778,11349,11350,What is the square root of -4?,What is the square root of (1/-4)?,0
5779,11351,11352,Eb-2 Visa: Just got married! My husband's EB2 application has just been approved. Can he include me as his derivative and ammend his records in USCIS?,"My husband was here seeking asylum before we got married, what should I do so he can get his green card? Does being married change his status?",0
5780,11353,11354,How should I lose weight from my face?,How can I lose weight from my body without losing weight from my face?,0
5781,11355,11356,What are your strongest beliefs that many people disagree with?,Does religious belief make people more moral?,0
5782,11357,11358,How can I gain weight in a healthy way?,"How do I gain weight fast, without expensive supplements?",0
5783,11359,11360,How can I score good marks in GRE?,How do I prepare for GRE?,0
5784,11361,11362,Which is the premier institute to prepare for CFA?,Which is the best coaching class for CFA Level 1 in Mumbai?,0
5785,11363,11364,Will religion ever die?,Will religion ever die out?,1
5786,11365,11366,I am 24 earning 1 lakh per month in Bangalore and received one more offer should I work or not? How should I manage the work?,I have 4.5 lakhs saved up in my bank account and earn 50k per months.I have earned that money working on projects. I am 20 years and want to generate passive income. What should I do with the money or how should I invest it?,0
5787,11367,11368,What are the best street foods in delhi?,What are the best street food places of delhi?,0
5788,11369,11370,Why do we use chi-square test?,What is the chi-square test and how is it applied?,1
5789,11371,11372,How many calories are burn in stair climbing 150 stairs?,How many calories do you burn climbing 125 stairs?,0
5790,2711,11373,What is the best method of losing weight?,What is the most effective everlasting method of losing weight?,1
5791,11374,11375,What is the difference between Computer Engineering and Computer Science and Engineering? Which one has more opportunities and future?,Which engineering has more opportunities: computer science or electrical?,0
5792,9017,4478,What is the best laptop under 30k for students?,Which laptop is best to buy within the range of 30000rs?,1
5793,11376,11377,What would happen to earth if it was caught by a black hole?,"If a tiny black hole hits earth, what will happen?",0
5794,11378,11379,Does masturbation restrict you from gaining weight?,What should I do to become fat?,0
5795,11380,11381,Is it possible to search for Facebook groups in order of popularity or number of persons?,What is the minimum number of groups can I add in Facebook in a day?,0
5796,11382,11383,Should President Obama pardon Hillary Clinton for her crimes?,Question That Contains Assumptions: Will Barack Obama pardon Hillary Clinton?,1
5797,11384,11385,How can I install Windows 7 on a device bought with Windows 8 installed?,Can I install Windows 8.1 on a device bought with Windows 7 installed?,0
5798,11386,11387,How do you gain discipline?,What is the secret of self discipline?,1
5799,11388,11389,Who is Disney's Princess Alice?,Why isn't Alice considered a Disney princess?,0
